"Car","Price","Colour"
"nq13n","2302","65"
"nq13n","2394","71"
"nq13n","2479","62"
"nq23n","3449","31"
"n2mtn","3456","36"
"ns13n","3749","34"
"ns13n","3825","61"
"nq23n","4014","61"
"npron","4399","36"
"nq23n","4470","6C"
"nm32n","4876","6F"
"nm32n","5468","73"
"nm32n","5605","6D"
"nprin","7930","62"
"ns23n","8326","36"
"ns23n","9263","35"
"nt32n","9376","36"
"ns23n","9420","33"
"n18sn","9627","75"
"nprin","9757","34"
"nq15n","11551","36"
"n18sn","11615","62"
"nr02n","14223","73"
"ns14n","14418","31"
"n231n","14421","71"
"ns15n","14505","34"
"n18nn","14525","34"
"nr02n","14893","35"
"nzxvn","15634","34"
"n2ksn","16715","34"
"n2ksn","17043","36"
"nzx2n","18106","36"
"nzx2n","18629","77"
"nzxsn","18830","73"
"nzxsn","20179","31"
"n280n","22285","35"
"n2s4n","24093","31"
"n2s4n","25147","6D"
"nr33n","28487","34"
"nv12n","29725","36"
"nr33n","30160","35"
"nr32n","30753","31"
"n2sgn","30955","31"
"nv12n","31714","35"
"nr34n","34320","34"
"nr34n","34539","62"
"n271n","34801","31"
"nv22n","36032","6F"
"nv34n","36122","34"
"nv34n","36469","35"
