"Car","Price","Colour"
"nq13n","2445","71"
"nq13n","2648","6C"
"n2mtn","3298","6E"
"nq13n","3353","61"
"n2mtn","3528","36"
"ns13n","3680","61"
"npron","3698","62"
"nq23n","3812","31"
"ns13n","3995","36"
"nq23n","4357","71"
"nq23n","4418","68"
"ns13n","4642","6D"
"npron","4716","35"
"ns23n","6309","31"
"nprin","6888","71"
"n432n","7733","36"
"ns23n","7879","36"
"n432n","8398","62"
"nt32n","8532","37"
"nt32n","8993","34"
"nq15n","11408","73"
"n18nn","11762","31"
"ns14n","12263","36"
"nr02n","14245","73"
"nzxvn","14392","62"
"ns15n","14579","36"
"ns15n","14982","62"
"nr02n","15263","35"
"n2ksn","15342","31"
"ns15n","15403","31"
"nzxvn","15517","73"
"nzx3n","15519","6D"
"nzx3n","15637","36"
"nzxvn","16178","34"
"nr02n","16247","36"
"nzxvn","16541","36"
"nzx3n","16799","73"
"nzx3n","16932","36"
"nzx3n","17816","34"
"n2ksn","17834","73"
"nzx2n","18662","34"
"nr32n","22293","6F"
"n2s4n","22370","70"
"n2r4n","30280","77"
"nr33n","30412","62"
"n2r4n","32964","73"
"nr34n","33699","35"
"n2r4n","34355","31"
"n2sgn","34733","34"
"nv22n","34924","62"
"n271n","35024","31"
"nv22n","37435","31"
