"Car","Price","Colour"
"nq13n","2397","65"
"nq13n","2636","6C"
"n2mtn","3255","36"
"n2mtn","3316","6E"
"nq23n","3401","31"
"npron","4006","36"
"npron","4032","71"
"nq23n","4143","68"
"nq23n","4254","6C"
"nq23n","4365","71"
"nm32n","5921","73"
"nplon","7245","31"
"nprin","7439","6C"
"n432n","7592","36"
"n432n","7969","62"
"nt32n","8444","62"
"nm32n","8937","31"
"nq14n","9114","36"
"ns23n","9315","61"
"nq14n","9422","34"
"nprin","9756","34"
"nq14n","10013","31"
"nprin","10451","35"
"n18nn","10834","36"
"n180n","11278","31"
"n18sn","11354","31"
"n18nn","11787","31"
"n18nn","13358","34"
"nzxvn","13896","77"
"nzxvn","14492","62"
"n231n","14508","71"
"ns15n","14763","73"
"nt33n","14888","34"
"ns15n","14908","6D"
"n2ksn","16217","31"
"ns15n","16255","36"
"nzx2n","16297","73"
"nzx2n","16335","77"
"nzxvn","16746","36"
"nr02n","16749","35"
"n2ksn","17541","62"
"n2s4n","26476","62"
"nr33n","30451","34"
"nr33n","30536","35"
"n2sgn","31298","31"
"nv33n","33017","77"
"nv22n","34069","73"
"n2r4n","34565","31"
"n2sgn","35819","34"
"nr34n","35918","35"
"nv34n","36235","34"
"nv34n","37078","35"
