"Car","Price","Colour"
"t271n","2445","31"
"t271n","3023","36"
"t271n","3161","35"
"t271n","3186","69"
"t261n","3829","6B"
"t2con","3904","34"
"tsgtn","4023","36"
"tsgtn","4024","31"
"t2con","4686","62"
"tlv1n","5311","62"
"t211n","5451","62"
"t2con","5512","31"
"tsgtn","6039","32"
"t211n","6109","34"
"tlv1n","6365","31"
"t2c4n","6950","65"
"tm2sn","7071","6D"
"t285n","7332","31"
"t2c4n","7345","35"
"t2c4n","7512","62"
"t285n","7528","34"
"ttrnn","7651","73"
"t2c4n","7730","31"
"tlevn","8575","36"
"tstln","8773","31"
"ttrnn","8852","36"
"tstln","9414","36"
"tm2sn","9576","31"
"tspon","10098","62"
"tspon","10932","32"
"t2crn","12245","31"
"tceln","12935","31"
"tm2vn","12937","6D"
"tmrln","14347","36"
"t2c3n","14502","6B"
"tmrln","15453","31"
"tmrln","16508","34"
"t2a1n","17394","34"
"tmr2n","19113","34"
"tsprn","19233","6D"
"tsprn","20032","31"
"tsprn","20212","35"
"tsoon","21193","31"
"tsonn","23304","34"
"tsonn","24550","31"
"tspnn","24825","62"
"tspnn","27303","36"
"tspnn","29167","31"
