"Car","Price","Colour"
"n2mtn","3361","6E"
"n2mtn","3425","71"
"nq13n","3551","61"
"nq23n","4402","72"
"nq23n","4616","36"
"nq23n","4747","35"
"nm32n","4791","6D"
"ns13n","5246","62"
"ns13n","5356","6D"
"nm32n","5580","62"
"nm32n","6585","36"
"ns23n","6673","31"
"nt32n","7459","37"
"nt32n","7598","6D"
"ns23n","7814","6C"
"nt32n","8094","62"
"nq14n","8382","36"
"nprin","8569","6C"
"n432n","8607","36"
"nq14n","8773","71"
"nt32n","9080","6F"
"ns23n","9115","6D"
"nq15n","9867","6D"
"n18sn","11025","31"
"n180n","12543","36"
"n231n","13741","71"
"nt33n","14871","35"
"n18nn","14901","34"
"nt33n","15278","31"
"nr02n","16107","36"
"nzxvn","16214","73"
"nzxvn","16238","73"
"nzxvn","16252","36"
"ns15n","16996","73"
"nzx3n","17092","77"
"nzx3n","17328","73"
"nzxsn","17540","62"
"nzxsn","17721","73"
"nzxsn","17894","31"
"n2ksn","18210","62"
"nzxsn","18219","36"
"nzx2n","18343","31"
"n280n","20818","34"
"n2s4n","22506","34"
"nr32n","23909","35"
"n2s4n","24668","70"
"n2s4n","24912","62"
"n2s4n","25203","31"
"n2s4n","25551","6D"
"nr32n","27009","31"
"nr32n","27417","34"
"nv12n","30890","6F"
"nv12n","31576","35"
"nv33n","32275","77"
"nv12n","32978","31"
"nv34n","34267","34"
"nv22n","34479","35"
"nv34n","35147","73"
"nv22n","36281","36"
