"Car","Price","Colour"
"nq13n","2366","65"
"nq13n","2598","6C"
"nq13n","2791","36"
"n2mtn","3231","31"
"nq13n","3375","61"
"n2mtn","3429","6E"
"nq23n","3538","31"
"nq23n","3708","71"
"npron","3736","62"
"ns13n","4181","36"
"ns13n","4188","6C"
"npron","4694","35"
"nq23n","4909","62"
"npron","5277","34"
"nm32n","5304","6D"
"nm32n","6761","36"
"nplon","6766","35"
"ns23n","6943","36"
"n230n","7278","62"
"nplon","7575","31"
"nt32n","7670","34"
"nplon","7691","36"
"nt32n","7758","33"
"nt32n","7982","37"
"nprin","8325","62"
"ns23n","8332","62"
"nm32n","8784","31"
"nprin","8830","34"
"ns23n","9191","35"
"nprin","10367","35"
"n180n","10423","31"
"n18sn","10600","75"
"n18sn","11223","31"
"nq15n","11328","34"
"n18nn","11682","31"
"ns14n","12170","31"
"ns14n","12376","62"
"nt33n","12622","34"
"nzxvn","15296","77"
"nzxvn","15887","62"
"nzxvn","16431","31"
"n2ksn","16627","36"
"nzxsn","17233","6D"
"nzxsn","17481","36"
"nzxsn","17598","6D"
"nzx2n","18314","6D"
"nzx2n","18634","34"
"n24zn","22973","62"
"n2s4n","25466","6D"
"nr33n","30184","34"
"n2r4n","30942","77"
"n2r4n","31825","35"
"n2r4n","31959","73"
"nv34n","33689","77"
"nv22n","33876","35"
"nv34n","34457","73"
"n2sgn","36486","36"
"nr34n","37138","36"
"nv22n","39572","34"
"nv22n","40711","31"
