"Car","Price","Colour"
"nq13n","2479","65"
"n2mtn","3275","31"
"n2mtn","3470","36"
"nq13n","3555","6D"
"nq23n","3861","72"
"npron","4071","36"
"ns13n","4216","36"
"nq23n","4282","71"
"nq23n","4835","35"
"ns13n","5019","62"
"npron","5241","6C"
"n432n","5900","73"
"nm32n","6241","34"
"ns23n","6740","72"
"ns23n","6979","31"
"nplon","7286","62"
"nm32n","7799","37"
"nq14n","8364","62"
"nplon","8436","31"
"n432n","8653","6F"
"nq14n","8673","34"
"n180n","9468","35"
"nq15n","9591","6D"
"ns14n","12204","70"
"n180n","12204","31"
"n231n","13961","71"
"n18nn","14656","34"
"nt33n","14925","35"
"ns15n","15499","34"
"nzxvn","15726","77"
"n2ksn","16942","34"
"nzxsn","16949","36"
"nzx3n","17960","6D"
"nzxsn","19315","34"
"nr32n","20533","36"
"n280n","21430","35"
"n2s4n","22089","34"
"nr32n","22144","35"
"nr32n","22309","6F"
"n24zn","23394","62"
"n2s4n","25812","6D"
"nr32n","29671","34"
"nr33n","30036","31"
"nr33n","30730","77"
"nv12n","31282","31"
"n2r4n","32158","73"
"n2r4n","34358","31"
"nr34n","34360","36"
"nv33n","34688","73"
"nv33n","34791","62"
"nv22n","34818","35"
"nr34n","35496","34"
"nv22n","36454","62"
"nr34n","36462","31"
"nv22n","39238","34"
"nv22n","39906","31"
