"Car","Price","Colour"
"t271n","2496","31"
"t271n","3226","34"
"t2con","4068","34"
"t2con","4733","35"
"t2con","5116","65"
"t211n","5178","62"
"tlv1n","5403","62"
"t2xxn","5718","62"
"t211n","5812","71"
"tlv1n","6109","31"
"tlv1n","6349","35"
"tlvon","6966","62"
"ttron","7077","31"
"t2c4n","7208","65"
"t285n","7661","34"
"tm2sn","7900","6D"
"t285n","8109","31"
"tlevn","8145","31"
"tstln","8187","71"
"t2c4n","8200","34"
"tm2sn","9074","31"
"tspon","9457","36"
"tmrln","13097","62"
"tceln","13120","34"
"tmrln","13842","36"
"tmrln","13998","72"
"tsorn","14350","6D"
"tsorn","14526","62"
"tmrln","14967","31"
"t2c3n","15395","71"
"t2c3n","16002","36"
"tcegn","16240","6B"
"tcegn","17004","71"
"tmr2n","18253","68"
"tsoon","18788","34"
"tmr2n","18856","34"
"tsoon","22491","31"
"tsonn","22757","6D"
"tsonn","24215","62"
"tspnn","26629","31"
