"Car","Price","Colour"
"nq13n","2585","71"
"nq13n","2626","6C"
"npron","3975","71"
"npron","3986","36"
"nq23n","3989","33"
"nq23n","4215","6C"
"nq23n","4253","36"
"npron","4973","35"
"npron","5253","34"
"nm32n","5390","73"
"nm32n","5479","62"
"npron","5767","6C"
"n230n","6496","62"
"ns23n","7194","36"
"nt32n","7225","62"
"nplon","7269","31"
"ns23n","7409","6C"
"nprin","7506","6C"
"nplon","7544","62"
"n180n","7617","62"
"nplon","7736","35"
"nq14n","8061","31"
"n230n","8382","34"
"ns23n","8393","62"
"ns23n","9062","61"
"ns23n","9562","33"
"n18sn","9915","75"
"nq15n","9973","73"
"nt32n","10044","31"
"n18sn","10456","34"
"n18sn","10700","31"
"n18nn","12446","62"
"nt33n","13119","73"
"n18nn","13221","31"
"n18nn","13340","75"
"ns14n","13668","62"
"nt33n","13868","35"
"ns14n","14227","31"
"nr02n","14714","34"
"nzxvn","15535","31"
"nzxvn","15797","77"
"ns15n","16059","73"
"nzx3n","16255","77"
"nzx3n","16556","34"
"nzxsn","17013","73"
"nzxsn","17966","34"
"nzx3n","18122","6D"
"nzxsn","18746","31"
"nr32n","21199","36"
"n2s4n","23165","71"
"nr32n","24106","34"
"n2s4n","26047","62"
"nv12n","29539","62"
"nv12n","30391","31"
"nv12n","31178","35"
"nr34n","31376","73"
"n2sgn","32044","31"
"nr33n","32295","36"
"n2r4n","32885","36"
"n2r4n","32955","34"
"nv34n","33140","77"
"nr34n","33377","34"
"n2sgn","34104","34"
"n2sgn","34359","36"
"nv34n","34525","35"
"n2r4n","34841","31"
"nv33n","35208","34"
"n271n","36169","34"
