"Car","Price","Colour"
"nq13n","2537","62"
"n2mtn","3439","6E"
"ns13n","3870","71"
"nq23n","4006","6C"
"nq23n","4085","72"
"ns13n","4086","61"
"nq23n","4464","62"
"npron","4503","35"
"ns13n","4659","6D"
"nm32n","5457","6F"
"n432n","5747","34"
"nprin","7039","71"
"nt32n","7044","73"
"ns23n","7666","31"
"nt32n","7890","36"
"nplon","8023","31"
"nt32n","8183","62"
"nq14n","8540","62"
"nq14n","9356","34"
"n18sn","9828","34"
"n18sn","9986","31"
"n18sn","10525","62"
"n180n","11531","36"
"n18nn","11901","36"
"ns14n","12585","62"
"n18nn","13809","34"
"nzxvn","14189","77"
"nt33n","14544","31"
"ns15n","14622","62"
"nr02n","15252","34"
"ns15n","15450","73"
"nr02n","15740","35"
"nzxsn","16122","62"
"ns15n","16191","6D"
"nzxsn","16306","73"
"nzxvn","16423","31"
"nzxvn","16705","36"
"nzx2n","17225","36"
"nzx2n","17322","34"
"nzx3n","17379","77"
"nzxsn","17659","36"
"n2ksn","17939","31"
"n2ksn","18706","36"
"nzxsn","19267","77"
"n2s4n","21375","71"
"nr32n","21875","36"
"nr32n","22007","73"
"n2s4n","22892","34"
"n280n","23607","31"
"n2s4n","23992","31"
"nr33n","28369","35"
"nr32n","28877","34"
"nr32n","29785","31"
"nv12n","30759","73"
"n2sgn","31934","31"
"n2r4n","32623","35"
"nv12n","33068","31"
"n2r4n","34451","36"
"nr34n","34615","34"
"n2r4n","34748","31"
"nv22n","35493","36"
"nr34n","36258","36"
"nv22n","37353","6F"
"nv34n","37848","31"
