"Car","Price","Colour"
"nq13n","2415","34"
"nq13n","2420","71"
"nq13n","2454","65"
"nq13n","2604","6C"
"n2mtn","3293","31"
"n2mtn","3294","36"
"nq13n","3398","6D"
"nq23n","3848","31"
"nq23n","3908","72"
"npron","4583","35"
"nq23n","4676","35"
"npron","5315","6C"
"nm32n","5474","6D"
"nt32n","6344","73"
"ns23n","6536","72"
"n230n","8014","31"
"ns23n","8033","36"
"nplon","8205","36"
"nt32n","8746","37"
"nq14n","8847","36"
"n432n","8856","31"
"nt32n","9266","33"
"n180n","11687","36"
"n18nn","12833","75"
"n231n","12910","62"
"n18nn","13086","31"
"nt33n","13225","34"
"n18nn","13425","62"
"n231n","13745","31"
"nt33n","13838","31"
"n18nn","14719","34"
"ns15n","15142","6D"
"n2ksn","15174","34"
"nzx3n","15526","62"
"nzxvn","15617","34"
"nzx3n","16143","77"
"nzxvn","16255","34"
"nr02n","16571","35"
"nzx3n","16642","34"
"nzxsn","17458","77"
"nzx2n","18030","34"
"nzx2n","18749","73"
"nzxsn","18958","62"
"nzxsn","18984","77"
"nzxsn","19396","31"
"nzxsn","19423","6D"
"n2s4n","22686","34"
"nr32n","23199","35"
"nr33n","30957","31"
"nv12n","32134","36"
"n2r4n","32551","35"
"nv33n","33213","73"
"nr34n","33401","62"
"nv33n","33450","34"
"nv34n","34385","73"
"n2sgn","34612","34"
"nv22n","36916","62"
