"Car","Price","Colour"
"t271n","2989","36"
"t261n","4470","62"
"t2con","4800","62"
"tlv1n","5377","62"
"t211n","6171","34"
"ttr1n","6690","35"
"t285n","6783","34"
"tlvon","7095","62"
"ttron","7424","31"
"t285n","7931","31"
"ttrnn","8347","31"
"tstln","9109","31"
"tspon","9437","6C"
"tm2vn","11074","34"
"texvn","11281","62"
"tceln","11819","62"
"t2crn","12138","31"
"tm2vn","12503","31"
"tmrln","12907","62"
"tmrln","14670","72"
"tcegn","15074","36"
"t2c3n","15122","62"
"t2c3n","15132","71"
"t2spn","16422","31"
"tsoon","19180","34"
"tsoon","19972","71"
"tsoon","21857","36"
"tspnn","24027","6D"
"tsonn","24747","31"
