"Car","Price","Colour"
"s236n","6931","62"
"s2vin","8807","36"
"s2v4n","8900","31"
"sipzn","12726","73"
"slgwn","12916","34"
"siptn","16443","31"
"sipsn","16600","31"
"ssvxn","16621","36"
"sipcn","16639","36"
"slgbn","17604","34"
"slgbn","17714","65"
"sipan","18043","31"
"s2iwn","18533","65"
"slgan","19059","73"
"slgan","19550","31"
"slgbn","19570","31"
"ssv4n","20180","6C"
"s2iwn","20245","36"
"slgbn","20354","36"
"sipbn","20389","70"
"s2lbn","20759","73"
"s2w4n","22421","36"
"s2w4n","22734","31"
"s2i4n","23357","34"
"s2lbn","24347","68"
