"Car","Price","Colour"
"nq13n","2303","65"
"nq13n","2507","62"
"nq13n","3280","61"
"n2mtn","3350","31"
"nq13n","3450","6D"
"nq23n","3452","31"
"ns13n","3614","65"
"nq23n","3809","36"
"nq23n","3822","71"
"ns13n","3916","36"
"nq23n","4140","62"
"nq23n","4511","6C"
"nq23n","4559","35"
"ns13n","4605","6C"
"npron","5297","6C"
"nm32n","5494","73"
"nm32n","6286","34"
"nt32n","7237","73"
"ns23n","7366","36"
"nplon","7515","36"
"n230n","7688","31"
"ns23n","8071","62"
"nq14n","8886","71"
"nt32n","8944","35"
"ns23n","9127","33"
"nprin","9564","36"
"nq14n","10179","31"
"nt32n","10794","31"
"n18sn","10854","36"
"nq15n","11168","34"
"nq15n","11246","36"
"n180n","11255","36"
"ns14n","11549","36"
"n18nn","11813","31"
"n180n","12020","31"
"ns14n","12045","70"
"n18nn","12555","62"
"ne14n","12721","71"
"n231n","12866","71"
"n18nn","13276","75"
"nt33n","13869","73"
"ns14n","13954","34"
"ne14n","14111","31"
"ne15n","14778","31"
"nzxvn","14959","77"
"n231n","15206","71"
"nzxvn","15528","6D"
"nzxvn","15635","36"
"nzx2n","16905","34"
"n2ksn","17929","62"
"nzxsn","17985","73"
"nzxsn","18847","31"
"nzx2n","19721","36"
"nzx2n","20352","31"
"nr32n","21421","36"
"n2s4n","22706","34"
"n2r4n","29902","77"
"nv12n","30061","62"
"nv12n","30107","73"
"nr33n","30644","31"
"nr33n","30671","77"
"n2r4n","31706","34"
"nr33n","32372","34"
"nv33n","33573","62"
"nv34n","33576","73"
"nv33n","36055","31"
"nv22n","41918","34"
