"Car","Price","Colour"
"nq13n","2320","34"
"nq13n","2522","6C"
"n2mtn","3294","71"
"nq13n","3313","6D"
"n2mtn","3433","6E"
"nq23n","3598","31"
"ns13n","3770","36"
"nq23n","4043","36"
"npron","4115","71"
"npron","4240","36"
"nq23n","4258","71"
"nq23n","4446","33"
"npron","4877","35"
"nm32n","5094","62"
"n432n","5263","34"
"n432n","5511","73"
"nm32n","5951","73"
"nm32n","6110","34"
"ns23n","6500","72"
"ns23n","7065","36"
"ns23n","7482","6C"
"ns23n","7863","61"
"n432n","8625","31"
"nprin","9112","34"
"nq14n","10244","31"
"nq15n","10482","6D"
"nq15n","10790","31"
"n180n","11189","36"
"nq15n","11584","36"
"n18nn","12843","75"
"ns14n","13076","31"
"nt33n","13467","31"
"n18nn","14020","62"
"nr02n","14374","62"
"n231n","14572","71"
"nzxvn","15087","77"
"nr02n","15151","36"
"nzxvn","15706","36"
"nzx3n","15838","62"
"nzxvn","16131","73"
"nzxvn","16744","6D"
"nzxvn","17102","36"
"nzxsn","17856","77"
"nzxvn","18137","34"
"nzx2n","18342","77"
"nzx2n","18717","73"
"n2ksn","19161","73"
"nv12n","30606","36"
"nv12n","30990","35"
"nr34n","31173","77"
"nr33n","31305","62"
"n2sgn","31550","31"
"nv12n","31833","6F"
"nv33n","32236","77"
"nr34n","33147","35"
"nv33n","33279","35"
"n2r4n","33689","31"
"nr34n","34093","34"
"nv33n","34303","34"
"nv34n","35345","35"
"nv22n","35826","34"
"nv22n","36102","36"
"nr34n","37274","36"
