"Car","Price","Colour"
"nq13n","2296","34"
"nq13n","2578","71"
"nq13n","2731","36"
"n2mtn","3072","31"
"n2mtn","3388","71"
"nq13n","3450","61"
"nq23n","3552","31"
"ns13n","3761","65"
"npron","3842","62"
"ns13n","3939","61"
"nq23n","4007","36"
"ns13n","4314","71"
"nq23n","4646","6D"
"nq23n","4921","62"
"n432n","5067","34"
"nm32n","5160","6D"
"ns13n","5335","6D"
"ns13n","5377","62"
"npron","5492","31"
"npron","5651","6C"
"n432n","6250","73"
"nt32n","6992","73"
"nplon","7541","31"
"nt32n","7668","62"
"nt32n","7707","33"
"n432n","8600","36"
"nt32n","8966","34"
"nq14n","9114","71"
"nq14n","9404","70"
"nt32n","9431","31"
"nprin","10344","34"
"n180n","10883","35"
"n18sn","10936","34"
"nq15n","11350","31"
"nt33n","12740","35"
"nt33n","12810","34"
"n18nn","13889","62"
"nr02n","14655","73"
"ns15n","14804","6D"
"ns15n","15388","31"
"nzx3n","15508","62"
"nzxvn","15731","31"
"nzx3n","16331","77"
"ns15n","16522","36"
"nzxvn","16674","34"
"nzxvn","16702","77"
"nzxvn","17223","36"
"nzx2n","17805","34"
"nzxsn","18974","6D"
"nzxsn","19504","34"
"n2s4n","21317","71"
"nr32n","23040","62"
"nr32n","23661","6F"
"nr32n","23701","34"
"nn32n","27480","35"
"nr32n","29825","31"
"nv12n","30705","36"
"nr33n","30871","31"
"n2r4n","34585","62"
"nr34n","35198","31"
"nv22n","36622","6F"
"nv34n","37210","31"
