"Car","Price","Colour"
"t271n","2800","62"
"tsgtn","4281","36"
"t261n","4404","62"
"tsgtn","4619","62"
"t2con","5028","62"
"t211n","5630","34"
"tsgtn","5975","71"
"t285n","6398","62"
"t2c4n","7315","31"
"t2c4n","7757","65"
"t285n","7802","34"
"t285n","8210","31"
"ttron","8458","31"
"tstln","8704","71"
"tstln","9465","36"
"texvn","10460","6C"
"texvn","10585","71"
"tspon","10665","6C"
"t2crn","10843","62"
"t2crn","12319","31"
"tsorn","14461","62"
"tmrln","14729","72"
"tmrln","15215","31"
"tcegn","15502","62"
"tsorn","16869","31"
"tcegn","17218","34"
"tmr2n","19933","34"
"tsoon","20390","31"
"tsonn","24508","71"
"tspnn","27833","31"
"t22gn","112057","36"
