"Car","Price","Colour"
"nq13n","2492","6C"
"nq13n","2804","36"
"n2mtn","3260","71"
"n2mtn","3423","6E"
"nq23n","3447","31"
"nq23n","4095","71"
"nq23n","4204","68"
"nq23n","4281","6C"
"npron","4931","35"
"nm32n","4973","6F"
"nprin","7451","6C"
"nt32n","7668","6F"
"nt32n","7935","6D"
"n230n","8012","31"
"nprin","8272","36"
"n432n","8495","62"
"n180n","8586","62"
"nt32n","8863","35"
"n18sn","10085","31"
"nq15n","10733","34"
"n180n","10801","31"
"n18sn","11420","34"
"nt33n","11439","62"
"nq15n","11930","36"
"nt33n","12776","34"
"n18nn","13534","31"
"n18nn","13799","75"
"nt33n","14244","35"
"ns14n","14645","36"
"nzxsn","16119","62"
"nzxvn","16251","62"
"nzxvn","16365","73"
"nzx2n","16694","62"
"nzx3n","16870","34"
"nzx3n","17608","6D"
"nzx2n","18170","6D"
"nr32n","20269","36"
"n280n","21377","31"
"nr32n","22747","6F"
"nr32n","23069","31"
"n2r4n","29740","77"
"nv12n","29766","36"
"nv12n","31566","6F"
"nr33n","32272","34"
"nv33n","33921","34"
"nv33n","34068","31"
"nv22n","40751","34"
"nv22n","44630","31"
