"Car","Price","Colour"
"nq13n","2370","65"
"nq13n","2695","62"
"nq13n","2722","6C"
"n2mtn","3391","6E"
"nq13n","3493","6D"
"nq13n","3583","61"
"ns13n","3757","61"
"ns13n","3768","34"
"nq23n","3774","71"
"npron","3980","36"
"nq23n","4104","62"
"nq23n","4341","61"
"nq23n","4388","72"
"nq23n","4649","35"
"nm32n","5114","62"
"npron","5257","6C"
"nm32n","6451","34"
"n230n","6986","62"
"ns23n","7019","31"
"n432n","7317","36"
"nt32n","7899","73"
"nt32n","7965","6D"
"nm32n","8029","37"
"ns23n","8070","61"
"nt32n","8296","36"
"ns23n","8352","36"
"ns23n","8414","62"
"n432n","9017","31"
"n432n","9060","6F"
"n432n","9444","62"
"n18sn","10780","34"
"n18nn","11489","31"
"n18sn","11592","36"
"nt33n","11653","62"
"nq15n","11955","36"
"nq15n","12070","31"
"ns14n","12271","70"
"nzxvn","14024","77"
"nt33n","14292","36"
"nzx3n","15533","77"
"n2ksn","15924","76"
"nzx3n","16450","34"
"nzxvn","16561","6D"
"nzxsn","16565","73"
"nzx3n","16963","73"
"nzxvn","17700","36"
"n2ksn","17892","31"
"n2s4n","21189","34"
"nr32n","22024","6F"
"nr32n","23476","73"
"n2s4n","23842","70"
"nr32n","23919","31"
"nr32n","24700","34"
"nv12n","30636","73"
"nr33n","31335","73"
"n2r4n","31449","34"
"nr34n","33688","73"
"nv33n","34950","36"
"nv34n","35113","34"
"nr34n","35492","36"
"nv33n","35895","35"
"nr34n","36637","31"
