"Car","Price","Colour"
"t271n","2547","31"
"t271n","2845","62"
"t261n","4673","62"
"t2con","5002","65"
"t2con","5198","31"
"t211n","5336","31"
"ttr1n","5760","62"
"ttr1n","6363","35"
"tlv1n","6459","31"
"tsgtn","6602","32"
"tsgtn","6606","71"
"ttron","6664","62"
"tm2sn","7178","6D"
"ttr1n","7179","31"
"tlvon","7585","31"
"t285n","7806","34"
"tstln","8563","71"
"tspon","8933","6C"
"tlevn","9235","34"
"t2crn","10794","34"
"texvn","10925","36"
"t2crn","11438","35"
"tceln","12084","71"
"tm2vn","12194","31"
"t2crn","12758","31"
"tmrln","15005","31"
"tmrln","15435","6D"
"tmr2n","18009","31"
"tsprn","19248","31"
"tsoon","19441","34"
"tsoon","19782","62"
"tsprn","20110","62"
"tsoon","22785","31"
"tsonn","24820","31"
