"Car","Price","Colour"
"nq13n","2408","34"
"nq13n","2505","6C"
"nq13n","2593","62"
"n2mtn","3305","36"
"nq13n","3606","6D"
"ns13n","3757","61"
"ns13n","3836","65"
"ns13n","3951","71"
"nq23n","3981","72"
"nq23n","4177","61"
"npron","4477","36"
"nq23n","4526","6C"
"ns13n","4854","6C"
"npron","5169","34"
"nm32n","5291","62"
"nm32n","5352","6F"
"nm32n","6274","34"
"ns23n","7102","31"
"nt32n","7501","35"
"ns23n","8071","35"
"nq14n","8243","62"
"ns23n","8334","62"
"nprin","8610","6C"
"nprin","8851","34"
"nt32n","9097","62"
"n432n","9225","62"
"ns23n","9231","33"
"nq14n","9341","70"
"n18sn","9883","75"
"n180n","11861","31"
"n180n","12177","36"
"n18nn","12266","75"
"ns14n","12376","70"
"nt33n","12610","36"
"ns14n","13118","71"
"ns14n","13806","34"
"nr02n","13815","62"
"n231n","14421","71"
"nr02n","14930","34"
"nax3n","15379","62"
"nr02n","15516","73"
"ns15n","15557","31"
"nzx3n","15737","31"
"nzxvn","15825","31"
"n18nn","15831","34"
"nzxsn","15983","62"
"nzx3n","16043","62"
"nzxvn","16129","34"
"naxvn","16629","62"
"naxvn","16634","31"
"nzxvn","16942","6D"
"naxvn","17495","36"
"n2ksn","17952","62"
"naxsn","18070","6D"
"nzxsn","19293","34"
"n24zn","22000","31"
"nr32n","23438","6F"
"n24zn","23845","62"
"nr33n","28553","77"
"nr32n","30787","31"
"nr33n","31565","73"
"nv33n","31915","77"
"nr34n","32595","35"
"nv22n","32998","36"
"nv12n","33603","34"
"n2sgn","33752","36"
"nv22n","35172","73"
"nv22n","35175","6F"
"nv33n","35643","62"
"nv34n","36624","34"
