"Car","Price","Colour"
"t261n","3813","6B"
"t2con","4192","34"
"tsgtn","4260","62"
"tsgtn","4324","31"
"t2con","5259","31"
"t211n","5436","37"
"t211n","5678","71"
"tlv1n","5824","35"
"tsgtn","6026","71"
"t2c4n","7144","65"
"t285n","7611","34"
"ttrnn","7683","73"
"tlevn","7841","73"
"t2c4n","8007","34"
"tstln","9164","31"
"tspon","10044","36"
"t2crn","11408","65"
"t2crn","13093","31"
"t2c3n","15301","34"
"t2spn","16965","34"
"tmr2n","17137","72"
"tcegn","17353","34"
"tsoon","20525","34"
"tsonn","20620","36"
"tspnn","26153","71"
"tspnn","30430","36"
"t22gn","116253","34"
"t22gn","116904","31"
