"Car","Price","Colour"
"s2vin","8652","34"
"sipwn","11613","65"
"slgwn","13092","65"
"slgwn","13297","73"
"slgwn","13671","36"
"sipcn","13824","65"
"slgwn","14298","6D"
"sipwn","14461","36"
"ssvxn","15599","31"
"slgbn","17621","36"
"ssvxn","17753","35"
"s2wwn","18096","34"
"s2iwn","18229","73"
"s2iwn","18658","36"
"siprn","18753","68"
"siprn","18880","73"
"s2iwn","19495","31"
"sipdn","19611","31"
"sipdn","20381","73"
"slgan","20394","65"
"s2lbn","21236","73"
"sipbn","21781","70"
"s2w4n","22171","31"
"s2w4n","22974","34"
"s2lbn","23771","36"
"s2r4n","24261","36"
"s2w5n","24662","62"
"s2w5n","25072","36"
"s2w5n","25291","35"
"s2w5n","25930","31"
"s2i5n","26928","36"
