"Car","Price","Colour"
"nq13n","2591","62"
"nq13n","2705","36"
"nq13n","3540","6D"
"nq23n","3697","31"
"nq23n","4012","33"
"ns13n","4015","61"
"ns13n","4088","36"
"nq23n","4091","68"
"npron","4341","36"
"nq23n","4413","6C"
"nq23n","4522","36"
"npron","4798","34"
"nm32n","5316","62"
"nm32n","5492","6D"
"nm32n","5581","73"
"ns23n","6652","31"
"ns23n","6892","71"
"nplon","7439","36"
"n230n","7822","31"
"ns23n","7993","61"
"ns23n","8007","62"
"nt32n","8278","36"
"ns23n","8569","35"
"nm32n","8750","31"
"nq14n","8898","70"
"nprin","8995","31"
"nq14n","9335","34"
"n18sn","9705","75"
"nprin","10282","34"
"n180n","11313","36"
"nq15n","11512","62"
"nt33n","12380","73"
"ns14n","12446","36"
"ns14n","12952","71"
"ns14n","13284","62"
"nzxvn","14288","62"
"nt33n","14807","31"
"nzxvn","14810","31"
"n2ksn","15009","76"
"ns15n","15605","31"
"ns15n","15702","62"
"nzxvn","15877","6D"
"nzx3n","16159","6D"
"nzx3n","16287","6D"
"nzxsn","17390","34"
"nzxsn","19397","62"
"n280n","20365","62"
"nr32n","20599","36"
"n280n","22756","36"
"nr32n","24467","35"
"n2s4n","27294","62"
"nv12n","30559","35"
"n2sgn","30866","31"
"nr33n","31329","73"
"n2r4n","31411","77"
"nr33n","32017","62"
"nv12n","32429","73"
"nv33n","34048","31"
"n2r4n","34199","31"
"nv33n","35015","62"
"nv34n","36054","36"
"nv34n","37743","31"
