"Car","Price","Colour"
"nq13n","3394","61"
"nq23n","3401","31"
"ns13n","3781","65"
"ns13n","4077","71"
"npron","4155","36"
"nq23n","4288","36"
"n432n","4932","34"
"nm32n","4985","6D"
"nq23n","5081","35"
"npron","5265","34"
"npron","5884","31"
"nm32n","6129","73"
"ns23n","6307","31"
"nm32n","6713","36"
"nt32n","7678","6F"
"n432n","7726","35"
"ns23n","7872","68"
"nprin","7887","62"
"nq14n","7987","31"
"nt32n","8157","34"
"ns23n","8515","6C"
"nprin","9322","36"
"nm32n","9327","31"
"ns23n","9579","6D"
"n18sn","9808","75"
"nt32n","9825","31"
"nq14n","10058","34"
"nq15n","10190","73"
"nq15n","10340","34"
"nprin","10393","34"
"n18sn","11090","36"
"n18nn","12186","75"
"n231n","12543","34"
"ns14n","14975","34"
"nr02n","15059","73"
"nzx3n","15130","31"
"nzxvn","15144","31"
"nt33n","15175","31"
"n2ksn","15411","76"
"nzx3n","15422","62"
"nzx3n","15464","34"
"n2ksn","16138","31"
"nr02n","16285","36"
"nzxvn","16363","6D"
"nzxvn","16444","62"
"nr02n","16504","35"
"nzx3n","16618","77"
"nzxvn","17628","6D"
"nzxvn","17939","34"
"n2ksn","19540","73"
"nr32n","24340","34"
"n24zn","24588","63"
"nv12n","29521","62"
"n2r4n","29975","77"
"nr33n","31170","77"
"nv12n","31650","35"
"nv12n","31967","6F"
"nv12n","32886","73"
"nv22n","33706","35"
"n2r4n","33775","35"
"n2r4n","33916","36"
"nv22n","34293","62"
"nv12n","34858","31"
"nv34n","39105","36"
"nv22n","39771","31"
