"Car","Price","Colour"
"t271n","2955","36"
"tsgtn","4334","36"
"t2con","4663","65"
"t2con","4789","35"
"t2con","5312","31"
"tlv1n","5877","62"
"t285n","6740","62"
"tm2sn","7619","6D"
"ttron","8014","31"
"tlevn","8085","31"
"tm2sn","9686","31"
"tstln","10126","34"
"t2crn","10155","34"
"tspon","10932","31"
"texvn","11160","34"
"texvn","11261","6C"
"t2crn","11489","35"
"tceln","12189","71"
"t2crn","12703","31"
"tmrln","14606","62"
"t2c3n","15304","34"
"tcegn","15649","36"
"t2c3n","15819","36"
"tcegn","17270","6B"
"tsonn","23774","62"
"tsonn","24998","6D"
"tspnn","27296","31"
