"Car","Price","Colour"
"nq13n","3443","61"
"nq13n","3541","6D"
"ns13n","3567","34"
"ns13n","3744","65"
"ns13n","4041","71"
"nq23n","4562","36"
"nm32n","5209","62"
"nm32n","5402","6D"
"n432n","5550","34"
"ns13n","5811","62"
"nm32n","6552","36"
"ns23n","6669","71"
"ns23n","7089","31"
"nt32n","7186","62"
"n432n","7895","6F"
"nt32n","7995","35"
"nq14n","8162","31"
"ns23n","8979","35"
"nq14n","9308","71"
"nprin","9707","31"
"n18sn","9751","36"
"nq15n","10851","36"
"n18sn","11237","34"
"nq15n","11496","73"
"ns14n","12577","31"
"nt33n","12717","36"
"n18nn","13056","75"
"n18nn","13083","31"
"nt33n","13285","73"
"nt33n","13294","34"
"n231n","13404","71"
"n231n","14187","71"
"nt33n","14320","31"
"nr02n","14811","73"
"n18nn","15058","34"
"nr02n","15354","62"
"n2ksn","15756","31"
"nzx3n","16490","62"
"nzx2n","17390","62"
"n2ksn","17462","73"
"n2ksn","17559","62"
"nzx3n","18102","36"
"nzxsn","18655","34"
"nzxsn","19061","31"
"n24zn","20480","31"
"n2s4n","21275","71"
"nr32n","24958","34"
"n2s4n","26332","62"
"nr33n","30128","31"
"nv12n","30542","31"
"nv12n","31452","36"
"n2r4n","31802","73"
"nv22n","32424","36"
"nv12n","33695","34"
"n271n","35145","31"
"nr34n","35864","31"
"nv34n","37153","35"
