"Car","Price","Colour"
"nq13n","2327","34"
"nq13n","2352","65"
"nq13n","2479","62"
"n2mtn","3357","36"
"n2mtn","3358","31"
"ns13n","3744","65"
"nq23n","3881","36"
"nq23n","4192","61"
"npron","4254","36"
"nq23n","4664","6D"
"ns13n","5067","62"
"n432n","5340","73"
"nm32n","5455","62"
"nm32n","6357","36"
"ns23n","6837","72"
"nt32n","7433","6D"
"nplon","7776","31"
"ns23n","8128","68"
"ns23n","8228","6C"
"nm32n","8538","37"
"n432n","8682","31"
"nt32n","8698","33"
"nprin","8905","31"
"n432n","9239","6F"
"ns23n","9652","35"
"nprin","9767","35"
"nq15n","10164","6D"
"n180n","10209","31"
"nprin","10489","34"
"nq15n","11364","31"
"nq15n","11620","36"
"n18nn","12615","31"
"n180n","12767","36"
"nt33n","12900","34"
"n231n","12925","71"
"nt33n","13431","35"
"nr02n","14589","35"
"n2ksn","14911","34"
"nt33n","14944","31"
"ne15n","15284","73"
"ne15n","15602","6D"
"n2ksn","15991","31"
"nzxvn","16253","62"
"n2ksn","17049","76"
"n2ksn","17340","62"
"nzxsn","18065","34"
"nzx2n","18250","36"
"n2ksn","18273","36"
"nzx2n","18453","34"
"nzxsn","19063","6D"
"nr32n","21673","73"
"nr32n","22162","36"
"n2s4n","22403","70"
"nr32n","22464","35"
"nr32n","23028","6F"
"n2s4n","25201","62"
"nr32n","25254","62"
"nr32n","28373","31"
"n2r4n","31332","77"
"nr34n","32474","77"
"nr33n","32498","36"
"nv34n","32653","77"
"n2r4n","33544","31"
"n2r4n","34021","34"
"nr34n","34083","34"
"n2r4n","34655","36"
"nv34n","35106","73"
"nr34n","35692","36"
"nv34n","37792","36"
