"Car","Price","Colour"
"s2vin","8518","62"
"s2v4n","8943","31"
"s2vin","9067","36"
"slgnn","12614","34"
"sipwn","12980","73"
"slgwn","13023","34"
"sipcn","14554","65"
"sipcn","15486","34"
"siptn","15725","31"
"sipcn","16455","73"
"sipsn","16704","31"
"slgbn","17064","73"
"sipsn","17185","34"
"s2iwn","17667","34"
"slgbn","17928","34"
"s2wwn","18196","36"
"ssvxn","18974","65"
"sipdn","19396","31"
"sipbn","19408","70"
"slgan","19602","73"
"slgan","19606","6D"
"sipdn","19783","34"
"slgbn","19939","6D"
"slgan","20251","35"
"sipdn","20936","73"
"slgbn","21558","31"
"s2lbn","21705","31"
"s2i4n","22328","31"
"s2i4n","22891","36"
"s2w5n","24741","62"
"s2w5n","25268","36"
"s2r5n","27090","31"
"s2r5n","27091","62"
