"Car","Price","Colour"
"t271n","3050","36"
"t261n","3646","6B"
"t2con","4832","65"
"t2con","4921","31"
"tlv1n","5509","35"
"ttr1n","5654","62"
"t2con","5905","72"
"ttr1n","6728","31"
"t285n","7205","62"
"tlevn","7702","65"
"ttrnn","8041","34"
"tlevn","8437","31"
"tspon","11076","71"
"t2crn","11503","35"
"tm2vn","12335","6D"
"tm2vn","12440","61"
"tmrln","12792","62"
"t2spn","13809","62"
"tsorn","15148","36"
"t2c3n","15255","71"
"t2c3n","15414","36"
"t2c3n","15977","34"
"tsorn","16277","34"
"t2a1n","16950","6D"
"t2spn","17093","34"
"t2a1n","17170","34"
"tmr2n","18066","6D"
"tcegn","18068","34"
"tsoon","19327","34"
"tsoon","19870","71"
"tsonn","20550","36"
"tsonn","20777","34"
"tsonn","24530","62"
"tspnn","27404","62"
"tspnn","27890","6D"
"t22gn","113219","79"
