"Car","Price","Colour"
"nq13n","2396","34"
"nq13n","2832","36"
"nq13n","3296","61"
"nq13n","3328","6D"
"nq23n","3804","31"
"nq23n","3951","36"
"ns13n","4319","71"
"nq23n","4400","71"
"nq23n","4454","6C"
"ns13n","5068","62"
"n432n","5207","34"
"nm32n","5546","73"
"nm32n","6433","34"
"ns23n","6440","31"
"nm32n","6764","36"
"ns23n","7417","72"
"nt32n","8252","33"
"nq14n","8619","62"
"ns23n","8747","68"
"nprin","9122","34"
"n18sn","9633","36"
"nq15n","12057","31"
"n180n","12167","31"
"n18nn","12685","62"
"n18nn","13167","31"
"nt33n","13274","34"
"ns15n","14133","62"
"ns15n","14699","36"
"nr02n","14873","62"
"ns15n","15315","31"
"n2ksn","15356","76"
"nzx3n","15739","31"
"nzx3n","16208","6D"
"nzxvn","16361","6D"
"nzxvn","16485","34"
"nzx3n","16618","34"
"nzxvn","16745","31"
"nzxvn","16897","73"
"nzxsn","18021","77"
"nzxvn","18068","36"
"nzxsn","18797","34"
"n2ksn","18971","36"
"nzxsn","19059","36"
"nr32n","20010","73"
"n280n","20036","62"
"n280n","20788","35"
"n24zn","21134","31"
"n2s4n","21189","71"
"nr32n","23524","62"
"n2s4n","25306","62"
"nv12n","29893","31"
"nv12n","29897","35"
"nr33n","30429","31"
"nv12n","30789","36"
"nv34n","33120","77"
"nv34n","34258","73"
"nv33n","34934","31"
"nr34n","36845","31"
"nv22n","42450","31"
