"Car","Price","Colour"
"nq13n","2575","62"
"nq13n","3199","61"
"nq13n","3425","6D"
"nq23n","3786","61"
"ns13n","3829","36"
"ns13n","3987","71"
"ns13n","4005","61"
"nq23n","4202","72"
"nq23n","4233","6C"
"nq23n","4322","33"
"nq23n","4370","36"
"nq23n","4381","71"
"nq23n","4531","62"
"ns13n","4574","6C"
"nm32n","4695","62"
"npron","5233","34"
"npron","6101","31"
"nm32n","6210","36"
"nm32n","6597","34"
"ns23n","6901","72"
"ns23n","6913","71"
"nprin","6955","71"
"ns23n","7504","31"
"nplon","7786","36"
"nplon","7796","62"
"nt32n","8084","73"
"nq14n","8358","62"
"n432n","8938","6F"
"nt32n","8963","37"
"ns23n","9579","6D"
"n180n","10125","35"
"n180n","11334","36"
"nt33n","11771","62"
"nt33n","12453","36"
"n231n","12543","71"
"ns14n","12680","31"
"nr02n","13506","73"
"nt33n","13516","35"
"n18nn","13533","31"
"ne14n","13670","62"
"ne15n","14084","31"
"ne15n","14204","34"
"nr02n","14235","35"
"ne14n","14306","36"
"nr02n","14900","62"
"nzxvn","15755","73"
"n2ksn","16357","73"
"nzx2n","17007","77"
"nzxvn","17450","6D"
"nzxsn","18129","77"
"nzxsn","19637","34"
"n280n","21481","34"
"nr32n","22857","6F"
"n2s4n","23726","62"
"nr32n","25003","62"
"n2s4n","25408","6D"
"nr32n","29745","34"
"nv12n","31358","6F"
"n2r4n","31359","35"
"nv12n","31422","35"
"nv12n","32107","73"
"nv12n","32251","31"
"n2r4n","34034","34"
"nv33n","34996","35"
"nv22n","35404","62"
"nr34n","36766","31"
