"Car","Price","Colour"
"t271n","2855","62"
"t271n","3100","35"
"tsgtn","4324","36"
"tlv1n","5045","62"
"t211n","5814","31"
"t2con","5861","72"
"tlvon","5964","62"
"tlv1n","6147","35"
"tsgtn","6405","71"
"ttron","6665","62"
"tlv1n","6792","31"
"t2c4n","7275","65"
"t2c4n","7595","35"
"ttron","7908","31"
"t285n","7910","31"
"tlevn","8585","36"
"texvn","11221","36"
"tceln","12537","31"
"texvn","12746","31"
"tmrln","13499","62"
"t2c3n","15459","31"
"tcegn","15676","62"
"t2c3n","15891","36"
"tmrln","16119","6D"
"t2a1n","16588","6D"
"tmrln","16677","34"
"t2spn","16712","34"
"t2a1n","17538","34"
"tsprn","18900","34"
"tsprn","19912","35"
"tmr2n","19933","34"
"tsonn","24999","31"
"t22gn","112057","36"
