"Car","Price","Colour"
"nq13n","2503","71"
"nq13n","2515","6C"
"nq13n","2595","36"
"nq13n","3228","61"
"n2mtn","3229","31"
"n2mtn","3364","6E"
"ns13n","3530","34"
"ns13n","3598","65"
"ns13n","4047","71"
"nq23n","4150","72"
"nq23n","4391","68"
"nq23n","4694","62"
"nm32n","4945","62"
"nm32n","5188","6D"
"nm32n","5262","73"
"npron","6080","6C"
"ns23n","7609","36"
"n432n","7917","6F"
"ns23n","8005","62"
"nprin","8394","31"
"nq14n","8560","71"
"nq14n","8773","31"
"nt32n","9580","34"
"nprin","10156","35"
"n180n","10255","35"
"nprin","10509","34"
"nq15n","10570","73"
"n180n","10613","36"
"n18nn","10683","36"
"n18sn","11112","62"
"n18nn","13034","31"
"nzxvn","14275","77"
"ns15n","14454","36"
"ns15n","14555","31"
"nr02n","14708","34"
"nzx3n","14909","62"
"n2ksn","15237","31"
"ns15n","15358","6D"
"nzx3n","15552","73"
"nzx3n","15674","31"
"nzxvn","16223","34"
"nzx2n","16804","73"
"nzx2n","16843","36"
"nzx3n","17457","77"
"nzx3n","17459","73"
"nzxsn","17783","34"
"nzxsn","19286","6D"
"nzx2n","19487","34"
"nr32n","22756","35"
"n2s4n","23870","70"
"nr32n","28769","34"
"nr33n","30104","31"
"nv12n","30898","35"
"nr33n","31036","35"
"nv12n","31207","36"
"n2sgn","31503","31"
"nr33n","31641","36"
"nn32n","31731","35"
"n2r4n","32009","34"
"nv22n","32522","36"
"nr34n","33228","34"
"nv12n","33557","34"
"n2r4n","33972","31"
"nr34n","34340","62"
"nv33n","34869","35"
"n2sgn","34945","36"
"nr34n","35771","31"
"nv34n","35835","35"
"nv34n","36448","62"
