"Car","Price","Colour"
"nq13n","2352","34"
"nq13n","2632","6C"
"n2mtn","3074","31"
"nq13n","3380","61"
"nq13n","3413","6D"
"n2mtn","3438","6E"
"npron","3793","62"
"nq23n","4005","72"
"nq23n","4033","61"
"ns13n","4112","71"
"nq23n","4115","33"
"ns13n","4122","36"
"nq23n","4348","68"
"npron","4411","36"
"nq23n","4428","6C"
"nm32n","4910","62"
"nm32n","5380","6F"
"nm32n","6240","36"
"nm32n","6606","34"
"nprin","7243","71"
"ns23n","7348","36"
"nplon","7493","62"
"ns23n","8120","61"
"nq14n","8964","34"
"nprin","8997","36"
"nt32n","9172","34"
"ns23n","9183","6D"
"nq15n","9308","6D"
"n18sn","10968","75"
"n180n","11262","36"
"n18sn","11590","36"
"nt33n","13853","31"
"nt33n","14114","36"
"nt33n","14153","73"
"ns14n","14441","71"
"nr02n","14633","34"
"ns15n","15523","73"
"nzxvn","15892","36"
"nzx3n","16148","77"
"nzxsn","16178","6D"
"nr02n","16317","36"
"nzxvn","16582","31"
"nzxvn","16817","62"
"nzx2n","16828","6D"
"nzxsn","17804","36"
"nzx3n","17893","36"
"nzxvn","18135","34"
"nzxsn","18343","77"
"n2ksn","19367","73"
"nr33n","30003","31"
"nr34n","33526","62"
"nr34n","33555","35"
"nv33n","33715","77"
"n2sgn","36117","36"
