"Car","Price","Colour"
"nq13n","2377","71"
"nq13n","2714","62"
"nq23n","3841","31"
"nq23n","4131","68"
"ns13n","4176","36"
"npron","4194","36"
"npron","4212","62"
"nq23n","4216","72"
"nm32n","5973","73"
"nm32n","6370","34"
"n230n","7040","31"
"ns23n","7368","31"
"nprin","7381","62"
"nplon","7557","62"
"nt32n","7927","6D"
"nq14n","8033","31"
"nt32n","8389","31"
"ns23n","8392","35"
"nq14n","8478","71"
"nt32n","8633","62"
"nq15n","9871","73"
"nprin","9899","34"
"nq15n","10058","34"
"n18sn","11145","31"
"n180n","12658","36"
"n18nn","13451","34"
"nt33n","13975","34"
"n231n","14160","71"
"nr02n","14901","34"
"nr02n","15089","73"
"n2ksn","15582","76"
"nzxvn","15711","77"
"nzxvn","16116","36"
"n2ksn","16280","34"
"nzxsn","16609","73"
"nzx3n","17394","77"
"nzxsn","19115","31"
"nr32n","22284","6F"
"n280n","23291","31"
"n2s4n","24063","62"
"nr32n","24416","35"
"nr33n","29658","34"
"nr33n","30095","77"
"nr33n","30195","36"
"nr33n","30916","62"
"nv12n","31579","35"
"nr33n","32723","31"
"nv33n","32837","73"
"nv12n","33669","34"
"nv22n","33847","6F"
"n2sgn","34025","36"
"nv22n","34076","35"
"n2r4n","35269","36"
"nv22n","38647","34"
"nv22n","38842","31"
"nv22n","39245","73"
