"Car","Price","Colour"
"nq13n","2283","34"
"nq13n","2428","71"
"nq13n","2475","6C"
"nq13n","2577","36"
"n2mtn","3283","31"
"nq13n","3310","61"
"nq23n","3825","36"
"ns13n","3994","36"
"ns13n","4097","61"
"nq23n","4146","68"
"npron","4183","62"
"ns13n","4256","6C"
"nq23n","4458","35"
"ns13n","5454","62"
"n432n","5552","73"
"npron","5974","31"
"npron","6152","6C"
"nm32n","6639","36"
"ns23n","7508","31"
"n230n","7526","31"
"ns23n","7581","6C"
"nplon","7585","36"
"nt32n","7601","73"
"nplon","7797","31"
"nq14n","7845","31"
"n432n","8293","36"
"n432n","8881","35"
"nq14n","9064","71"
"nprin","9341","31"
"ns23n","9588","6D"
"n18sn","9937","31"
"nprin","9940","34"
"n18sn","10650","62"
"nq15n","10842","31"
"n18nn","11365","36"
"n18nn","12174","62"
"n231n","13813","71"
"nr02n","14298","35"
"nt33n","15275","31"
"n2ksn","15911","76"
"ns15n","16618","73"
"n2ksn","17123","73"
"nzx2n","17262","73"
"nzx3n","17319","6D"
"nzx3n","17480","34"
"nzxvn","17668","6D"
"n2ksn","18746","36"
"nr32n","20337","36"
"n24zn","21366","31"
"n2s4n","22575","34"
"nr32n","23220","34"
"n2s4n","23875","31"
"n2s4n","23884","70"
"n2s4n","24414","6D"
"nv12n","29871","6F"
"nr33n","30866","35"
"nv12n","31046","31"
"nn32n","31266","35"
"nv22n","33205","35"
"nv33n","33834","31"
"nr34n","34964","34"
"nv33n","34989","35"
"nv22n","35923","73"
"nv22n","39002","31"
