"Car","Price","Colour"
"t271n","3074","35"
"t271n","3277","34"
"t261n","3557","6B"
"t261n","4284","62"
"t2con","5385","35"
"tlvon","6396","62"
"ttr1n","6609","35"
"t2xxn","6688","62"
"tm2sn","7622","6D"
"tlevn","8037","73"
"tlevn","8595","36"
"tspon","10341","6C"
"texvn","10555","71"
"texvn","11094","62"
"texvn","12590","31"
"t2crn","13009","31"
"tsorn","13772","62"
"tcegn","14829","36"
"tmrln","14884","62"
"tmrln","15493","31"
"tcegn","15902","6B"
"t2c3n","16011","62"
"tmr2n","16756","36"
"tcegn","17211","34"
"t2a1n","17744","34"
"tmr2n","18475","31"
"tsprn","19067","31"
"tsprn","19706","6D"
"tsprn","20210","34"
"tsprn","21973","36"
"tspnn","26606","6D"
"tspnn","28809","31"
