"Car","Price","Colour"
"nq13n","2691","62"
"n2mtn","3518","36"
"ns13n","3554","65"
"nq13n","3573","61"
"nq23n","3642","31"
"nq13n","3669","6D"
"ns13n","3880","61"
"npron","4142","71"
"nq23n","4183","62"
"npron","4274","62"
"ns13n","4331","6C"
"nm32n","5328","73"
"nm32n","5574","62"
"ns13n","5611","62"
"nm32n","5666","6D"
"nt32n","7376","34"
"nt32n","7569","36"
"ns23n","7636","31"
"nq14n","8094","31"
"ns23n","8191","62"
"n230n","8234","34"
"nq14n","8492","62"
"nt32n","8593","37"
"n432n","8602","36"
"nq14n","8702","71"
"nq14n","8855","36"
"nt32n","8930","31"
"ns23n","9620","6D"
"n180n","10212","31"
"nprin","10493","35"
"n18sn","10880","36"
"nt33n","12216","36"
"n231n","12552","71"
"ns15n","13932","62"
"ns14n","13956","71"
"nt33n","14151","34"
"nzxvn","14186","62"
"ns15n","14950","34"
"n18nn","15605","34"
"n2ksn","16026","36"
"nzx3n","16100","77"
"nzx3n","16495","34"
"nr02n","16623","35"
"nzx2n","17068","34"
"nzx2n","17144","6D"
"nzx2n","18513","77"
"n2s4n","23666","70"
"nr32n","24523","35"
"nv12n","31843","73"
"nv12n","31885","6F"
"nv34n","32900","73"
"nv33n","32947","77"
"n2sgn","33087","34"
"nv22n","35056","6F"
"n271n","36246","31"
"nv22n","37141","31"
"nv22n","37835","62"
"nv22n","39269","34"
