"Car","Price","Colour"
"t271n","2503","31"
"t271n","3121","34"
"t2con","3897","34"
"tsgtn","4628","62"
"tsgtn","5046","35"
"t211n","5075","62"
"ttr1n","5214","62"
"t2con","6023","72"
"tlvon","6594","62"
"t285n","7659","34"
"tlevn","8332","65"
"tstln","8513","62"
"tm2sn","9642","31"
"tspon","9898","62"
"tm2vn","12632","6D"
"tmrln","14864","72"
"tsorn","15305","34"
"t2c3n","15799","31"
"tcegn","15925","62"
"t2spn","16344","31"
"t2spn","16724","67"
"tcegn","17029","6B"
"t2a1n","17647","61"
"tmr2n","17884","31"
"t2a1n","17937","35"
"tmr2n","18871","6D"
"tsprn","19647","62"
"tsonn","22466","62"
"tspnn","28236","35"
