"Car","Price","Colour"
"nq13n","2489","62"
"nq13n","3204","61"
"n2mtn","3233","71"
"n2mtn","3305","36"
"ns13n","3971","71"
"nq23n","4185","62"
"npron","4238","71"
"ns13n","4372","6C"
"ns13n","5705","62"
"ns23n","7098","36"
"ns23n","8216","33"
"ns23n","8250","62"
"nq14n","8567","62"
"n432n","8651","35"
"nq14n","9215","36"
"nprin","9228","34"
"nprin","9427","36"
"ns23n","9466","35"
"n18sn","10153","75"
"nq15n","10485","34"
"n180n","11410","31"
"n180n","12122","36"
"ns14n","12281","36"
"n18nn","12979","75"
"nt33n","13018","73"
"ns14n","13319","62"
"n18nn","13426","62"
"nt33n","14404","36"
"nr02n","14603","62"
"nr02n","14919","34"
"nzxvn","15368","31"
"ns15n","15539","36"
"ns15n","15755","6D"
"nzx3n","16003","36"
"nzx2n","16190","62"
"nzxvn","16262","62"
"nzx3n","16369","34"
"nzxsn","16403","73"
"nzx3n","17722","34"
"nzx2n","18720","6D"
"nzxsn","20066","31"
"nzx2n","20272","31"
"nr32n","20690","73"
"n24zn","21452","31"
"n2s4n","22375","34"
"n2s4n","22613","70"
"nv12n","30300","31"
"nv34n","33212","73"
"nr34n","33751","73"
"nv33n","34725","77"
"n271n","35078","34"
"nv34n","35835","34"
"nr34n","36164","62"
"nv22n","37252","6F"
"nv22n","38787","34"
