"Car","Price","Colour"
"nq13n","2346","34"
"nq13n","2731","36"
"n2mtn","3268","71"
"n2mtn","3359","31"
"n2mtn","3403","36"
"nq13n","3569","6D"
"nq23n","3831","31"
"nq23n","3933","36"
"ns13n","4309","71"
"nq23n","4473","6C"
"ns13n","4707","6C"
"ns23n","6918","71"
"nprin","7111","71"
"n432n","7583","36"
"nprin","7696","62"
"n230n","7912","31"
"nplon","8406","36"
"n180n","8426","62"
"n432n","8496","31"
"nq14n","8722","62"
"ns23n","8899","61"
"nq14n","9384","36"
"n18sn","9761","31"
"nprin","10668","34"
"nq15n","10730","34"
"nq15n","11037","73"
"n18sn","11054","34"
"nq15n","11805","31"
"n18nn","12083","62"
"ns14n","12535","34"
"n180n","12644","36"
"ns14n","12746","62"
"nq15n","12810","62"
"n231n","13652","71"
"ne14n","14154","34"
"ns14n","14520","71"
"nr02n","15060","35"
"ne15n","15201","31"
"ns15n","15518","73"
"ne15n","16055","62"
"nzx3n","16117","62"
"nzx3n","16732","36"
"n2ksn","16754","36"
"nzx2n","16883","77"
"n2ksn","17287","31"
"nzx3n","17425","77"
"nzxsn","18925","34"
"n2s4n","22524","34"
"nr33n","28440","31"
"nr32n","29287","34"
"nr33n","30127","35"
"n2r4n","30706","73"
"n2r4n","30817","77"
"nv12n","31526","36"
"n2r4n","33780","34"
"nv34n","34238","34"
"nv33n","34924","31"
"n2sgn","36178","34"
"nv22n","43525","31"
