"Car","Price","Colour"
"t271n","2448","31"
"t2con","3871","34"
"tsgtn","4443","36"
"t2con","4714","35"
"tsgtn","5115","35"
"t2xxn","5228","34"
"t2con","5534","31"
"tlv1n","5955","31"
"ttron","6843","62"
"t2c4n","7398","62"
"tm2sn","7688","6D"
"tlevn","7833","65"
"t2c4n","8218","31"
"tspon","9070","6C"
"tspon","9167","36"
"tlevn","9593","34"
"tm2vn","11074","34"
"texvn","11281","62"
"tceln","12309","62"
"tceln","13107","34"
"t2c3n","14990","6B"
"t2spn","15112","72"
"tcegn","15194","36"
"t2c3n","15960","62"
"t2c3n","16011","31"
"tmr2n","16251","62"
"t2a1n","17121","61"
"t2spn","17210","67"
"tmr2n","19637","68"
"tsoon","20323","36"
"tsprn","20361","31"
"tsoon","20572","31"
"tsonn","21865","34"
"tspnn","23843","71"
